Latitude,Longitude,School Name,Ground-truthed
9.92269226,-7.814015243,EPP DIONDEGUELA 1(MINIGNAN),TRUE
9.922899209,-7.813722643,EPP DIONDEGUELA 2(MINIGNAN),TRUE
9.985739675,-7.73088616,EPP LINGUEKORO,TRUE
9.972440771,-7.60038377,EPP BOUGOUSSA,TRUE
10.05488247,-7.621123807,EPP SOKOURABA 1,TRUE
10.11827951,-7.619731677,EPP DJIRILA-BALA,TRUE
10.16746028,-7.659213251,EPP NABAGALA,TRUE
10.07396205,-7.68340636,EPP NIAMINA,TRUE
10.08569752,-7.755297923,EPP DJERILA,TRUE
10.05576735,-7.743478515,EPP KORIANI,TRUE
10.10517954,-7.838237807,EPP GOUENZOU CFT,TRUE
10.13410771,-7.84862922,EPP TIEMBA,TRUE
10.20575865,-7.829741284,EPP SOKORO1,TRUE
10.20977148,-7.824121675,EPP SOKORO 2,TRUE
10.20955646,-7.822168954,EPI SOKORO,TRUE
10.27449854,-7.744467876,EPP MADINA,TRUE
10.16073088,-7.786314306,EPP KENEGOUARA 2,TRUE
9.859221343,-7.452555563,EPP SIOLA,TRUE
9.880807369,-7.408789063,EPP DOUMBALA,TRUE
9.902124035,-7.456640729,EPP MORIBIRAMADOUGOU,TRUE
9.918059088,-7.436011958,EPP ZIEMOUGOULA,TRUE
9.952100135,-7.451572988,EPP FIELA,TRUE
9.974589804,-7.462110649,EPP TIELA,TRUE
9.986397836,-7.387483405,EPP N'GOLONDIE,TRUE
9.816703295,-7.512037152,EPP KANIASSO 2,TRUE
9.816966302,-7.512218308,EPP KANIASSO 1,TRUE
9.810049113,-7.512167135,EPP KANIASSO 3,TRUE
9.734317297,-7.481880042,EPP KORO OULE 1,TRUE
9.734471692,-7.482034284,EPP KORO OULE 2,TRUE
9.725722919,-7.391875502,EPP TRON TOUBA,TRUE
